"Date","Price","Open","High","Low","Change %"
"10/01/2024","3.5230","3.5800","3.5940","3.4740","-1.95%"
"09/30/2024","3.5930","3.4960","3.6050","3.4880","2.19%"
"09/27/2024","3.5160","3.5620","3.5930","3.4850","-0.20%"
"09/26/2024","3.5230","3.5060","3.5910","3.4690","0.00%"
"09/25/2024","3.5230","3.4580","3.5350","3.4550","0.77%"
"09/24/2024","3.4962","3.5160","3.5680","3.4550","-0.81%"
"09/23/2024","3.5247","3.5150","3.5750","3.4810","0.13%"
"09/20/2024","3.5200","3.4980","3.5820","3.4750","-0.78%"
"09/19/2024","3.5475","3.5530","3.5870","3.4800","0.00%"
"09/18/2024","3.5475","3.5040","3.5740","3.4583","1.37%"
"09/17/2024","3.4997","3.4410","3.5270","3.4280","0.83%"
"09/16/2024","3.4710","3.4940","3.4950","3.4230","-0.50%"
"09/13/2024","3.4885","3.5264","3.5264","3.4627","-0.52%"
"09/12/2024","3.5066","3.4930","3.5730","3.4760","0.00%"
"09/11/2024","3.5066","3.4550","3.5580","3.4010","0.63%"
"09/10/2024","3.4848","3.5200","3.5766","3.4600","-1.67%"
"09/09/2024","3.5440","3.5442","3.5965","3.5150","0.25%"
"09/06/2024","3.5350","3.6050","3.6907","3.4903","-3.18%"
"09/05/2024","3.6510","3.6352","3.6690","3.5810","0.00%"
"09/04/2024","3.6510","3.7120","3.7446","3.6310","-2.77%"
"09/03/2024","3.7550","3.7680","3.8170","3.7229","-0.94%"
"09/02/2024","3.7908","3.7680","3.7908","3.7580","-0.49%"
"08/30/2024","3.8095","3.7770","3.8165","3.7460","1.40%"
"08/29/2024","3.7570","3.7360","3.7910","3.6980","0.00%"
"08/28/2024","3.7570","3.7290","3.7690","3.7120","0.03%"
"08/27/2024","3.7560","3.7610","3.8010","3.7230","-0.37%"
"08/26/2024","3.7700","3.7447","3.7850","3.7243","0.29%"
"08/23/2024","3.7590","3.8160","3.8550","3.7410","-0.40%"
"08/22/2024","3.7740","3.7610","3.8660","3.7390","0.00%"
"08/21/2024","3.7740","3.8030","3.8617","3.7363","-1.80%"
"08/20/2024","3.8430","3.8860","3.9137","3.8180","-1.74%"
